paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period,metadata_review,material_family,sensor_family,signal_family,system_family,mode,mask
P_MS3T_001463,MO_001,"High‐Performance, Strain‐Stable Electromagnetic Shielding Materials Enabled by Magnetic Elastic Fiber Networks Pinning Liquid Metal",2025,0,liquid metal,strain sensor,capacitance change,motion monitoring,strain sensor -> capacitance change -> motion monitoring,liquid metal -> strain sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25,0,metal,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001529,MO_002,Recent Advances in Self-Powered Tactile Sensing for Wearable Electronics,2024,0,ZnO/oxide,wearable/e-skin,voltage output,health monitoring,wearable/e-skin -> voltage output -> health monitoring,ZnO/oxide -> wearable/e-skin -> voltage output -> health monitoring,3,0,0,1,0,2022-25,1,ceramic/oxide,wearable/e-skin,voltage,healthcare,Material implementation,"(1, 0, 0)"
P_MS3T_001553,MO_001,A Novel Resistive Sensor Network Utilizing an SAP-Enhanced Ionic Layer and CNT Doping for Multipoint Pressure Measurement,2023,0,CNT,pressure sensor,resistance/conductivity change,portable electronics,pressure sensor -> resistance/conductivity change -> portable electronics,CNT -> pressure sensor -> resistance/conductivity change -> portable electronics,3,0,0,1,0,2022-25,0,carbon,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001561,MO_001,3D-Printed Multi-Stimulus-Responsive Hydrogels: Fabrication and Characterization,2025,0,hydrogel,strain sensor,impedance signal,wearable/flexible electronics,strain sensor -> impedance signal -> wearable/flexible electronics,hydrogel -> strain sensor -> impedance signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,resistance/conductance,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001578,MO_002,Cellulose Nanocrystal and Self-Assembling Lignin Enhanced the PEDOT/PSS/PVA Composite on Mechanical and Self-Powered Wearable Properties,2025,0,PEDOT:PSS,strain sensor,voltage output,wearable/flexible electronics,strain sensor -> voltage output -> wearable/flexible electronics,PEDOT:PSS -> strain sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,conductive polymer,mechanical,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001615,MO_011,Technologies and applications in wireless biosensors for real-time health monitoring,2024,0,graphene/rGO,strain sensor,temperature/thermal signal,wireless/IoT,strain sensor -> temperature/thermal signal -> wireless/IoT,graphene/rGO -> strain sensor -> temperature/thermal signal -> wireless/IoT,3,0,0,1,0,2022-25,1,carbon,mechanical,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001615,MO_012,Technologies and applications in wireless biosensors for real-time health monitoring,2024,0,graphene/rGO,temperature sensor,temperature/thermal signal,wireless/IoT,temperature sensor -> temperature/thermal signal -> wireless/IoT,graphene/rGO -> temperature sensor -> temperature/thermal signal -> wireless/IoT,3,0,0,1,0,2022-25,1,carbon,thermal,other,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001695,MO_002,Multifunctional Motion Sensing Enabled by Laser-Induced Graphene,2023,0,TPU/PU,pressure sensor,capacitance change,robotics/tactile,pressure sensor -> capacitance change -> robotics/tactile,TPU/PU -> pressure sensor -> capacitance change -> robotics/tactile,3,0,0,1,0,2022-25,0,other,mechanical,capacitance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001781,MO_003,Flexible wearable biosensors from poly (ionic liquid) for real-time signal monitoring,2025,0,ionogel/ionic liquid,strain sensor,resistance/conductivity change,HMI,strain sensor -> resistance/conductivity change -> HMI,ionogel/ionic liquid -> strain sensor -> resistance/conductivity change -> HMI,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001829,MO_002,Organohydrogel Based Electronic Skin Reinforced by Dual‐Mode Conduction and Hierarchical Collagen Fibers Skeleton,2024,0,hydrogel,pressure sensor,mechanical deformation,health monitoring,pressure sensor -> mechanical deformation -> health monitoring,hydrogel -> pressure sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,mechanical,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001829,MO_003,Organohydrogel Based Electronic Skin Reinforced by Dual‐Mode Conduction and Hierarchical Collagen Fibers Skeleton,2024,0,hydrogel,resistive sensor,mechanical deformation,wearable/flexible electronics,resistive sensor -> mechanical deformation -> wearable/flexible electronics,hydrogel -> resistive sensor -> mechanical deformation -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,electrical,mechanical,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001987,MO_001,Microelectronic fibers for multiplexed sweat sensing,2023,0,hydrogel,temperature sensor,current signal,wearable/flexible electronics,temperature sensor -> current signal -> wearable/flexible electronics,hydrogel -> temperature sensor -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,hydrogel/organogel,thermal,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_001999,MO_001,High-Performance Four-Channel Tactile Sensor for Measuring the Magnitude and Orientation of Forces,2024,0,liquid metal,tactile sensor,resistance/conductivity change,robotics/tactile,tactile sensor -> resistance/conductivity change -> robotics/tactile,liquid metal -> tactile sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2022-25,0,metal,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002022,MO_005,Triboelectric Nanogenerators for Preventive Health Monitoring,2024,0,hydrogel,electrode,voltage output,wireless/IoT,electrode -> voltage output -> wireless/IoT,hydrogel -> electrode -> voltage output -> wireless/IoT,3,0,0,1,0,2022-25,1,hydrogel/organogel,bio/electrochemical,voltage,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002022,MO_016,Triboelectric Nanogenerators for Preventive Health Monitoring,2024,0,cellulose/cotton/silk,wearable/e-skin,voltage output,health monitoring,wearable/e-skin -> voltage output -> health monitoring,cellulose/cotton/silk -> wearable/e-skin -> voltage output -> health monitoring,3,0,0,1,0,2022-25,1,textile/fibre,wearable/e-skin,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002048,MO_003,"Wearable biosensors incorporating nanocomposites: advancements, applications, and future directions",2024,0,MXene,gas/chemical sensor,current signal,health monitoring,gas/chemical sensor -> current signal -> health monitoring,MXene -> gas/chemical sensor -> current signal -> health monitoring,3,0,0,1,0,2022-25,1,carbon,gas/chemical,current,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002048,MO_004,"Wearable biosensors incorporating nanocomposites: advancements, applications, and future directions",2024,0,CNT,wearable/e-skin,resistance/conductivity change,rehabilitation,wearable/e-skin -> resistance/conductivity change -> rehabilitation,CNT -> wearable/e-skin -> resistance/conductivity change -> rehabilitation,3,0,0,1,0,2022-25,1,carbon,wearable/e-skin,resistance/conductance,other,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002048,MO_006,"Wearable biosensors incorporating nanocomposites: advancements, applications, and future directions",2024,0,polymer/elastomer,pH sensor,chemical signal,health monitoring,pH sensor -> chemical signal -> health monitoring,polymer/elastomer -> pH sensor -> chemical signal -> health monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,gas/chemical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002103,MO_002,"Self-Powered Flexible Sensors: Recent Advances, Technological Breakthroughs, and Application Prospects",2025,0,PDMS/Ecoflex,pressure sensor,temperature/thermal signal,health monitoring,pressure sensor -> temperature/thermal signal -> health monitoring,PDMS/Ecoflex -> pressure sensor -> temperature/thermal signal -> health monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,mechanical,other,healthcare,Transduction novelty,"(0, 1, 0)"
P_MS3T_002103,MO_004,"Self-Powered Flexible Sensors: Recent Advances, Technological Breakthroughs, and Application Prospects",2025,0,cellulose/cotton/silk,pressure sensor,mechanical deformation,health monitoring,pressure sensor -> mechanical deformation -> health monitoring,cellulose/cotton/silk -> pressure sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25,1,textile/fibre,mechanical,mechanical,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002103,MO_005,"Self-Powered Flexible Sensors: Recent Advances, Technological Breakthroughs, and Application Prospects",2025,0,graphene/rGO,pressure sensor,mechanical deformation,wearable/flexible electronics,pressure sensor -> mechanical deformation -> wearable/flexible electronics,graphene/rGO -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,carbon,mechanical,mechanical,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002134,MO_001,Capacitive Sensors Based on Recycled Carbon Fibre (rCF) Composites,2024,0,carbon fiber,tactile sensor,capacitance change,HMI,tactile sensor -> capacitance change -> HMI,carbon fiber -> tactile sensor -> capacitance change -> HMI,3,0,0,1,0,2022-25,0,carbon,mechanical,capacitance,other,Material implementation,"(1, 0, 0)"
P_MS3T_002162,MO_002,Printed sensing human-machine interface with individualized adaptive machine learning,2025,0,hydrogel,pressure sensor,resistance/conductivity change,robotics/tactile,pressure sensor -> resistance/conductivity change -> robotics/tactile,hydrogel -> pressure sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2022-25,0,hydrogel/organogel,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002165,MO_001,Paper-based facile capacitive touch arrays for wireless mouse cursor control pad,2023,0,Cu/Ni,tactile sensor,capacitance change,wireless/IoT,tactile sensor -> capacitance change -> wireless/IoT,Cu/Ni -> tactile sensor -> capacitance change -> wireless/IoT,3,0,0,1,0,2022-25,0,metal,mechanical,capacitance,interface/readout,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002184,MO_001,Fibrous Pressure Sensor with Unique Resistance Increase under Partial Compression: Coaxial Wet‐Spun TiO <sub>2</sub> /Graphene/Thermoplastic Polyurethane Multi‐Wall Multifunctional Fiber,2025,0,ZnO/oxide,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,ZnO/oxide -> pressure sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25,0,ceramic/oxide,mechanical,resistance/conductance,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002313,MO_002,Recent Study Advances in Flexible Sensors Based on Polyimides,2023,0,PET/PI/PVA,triboelectric sensor,voltage output,wearable/flexible electronics,triboelectric sensor -> voltage output -> wearable/flexible electronics,PET/PI/PVA -> triboelectric sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,elastomer/polymer,self-powered,voltage,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002313,MO_003,Recent Study Advances in Flexible Sensors Based on Polyimides,2023,0,PET/PI/PVA,humidity sensor,chemical signal,environmental monitoring,humidity sensor -> chemical signal -> environmental monitoring,PET/PI/PVA -> humidity sensor -> chemical signal -> environmental monitoring,3,0,0,1,0,2022-25,1,elastomer/polymer,humidity/moisture,other,environmental,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002313,MO_004,Recent Study Advances in Flexible Sensors Based on Polyimides,2023,0,MXene,pressure sensor,performance metric,health monitoring,pressure sensor -> performance metric -> health monitoring,MXene -> pressure sensor -> performance metric -> health monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,other,healthcare,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002372,MO_001,MXene‐Integrated Printed Piezoresistive Flexible Sensors: A Breakthrough in Real‐Time Monitoring for Medical and Smart Applications,2025,0,MXene,pressure sensor,performance metric,wireless/IoT,pressure sensor -> performance metric -> wireless/IoT,MXene -> pressure sensor -> performance metric -> wireless/IoT,3,0,0,1,0,2022-25,0,carbon,mechanical,other,interface/readout,Application transfer,"(0, 0, 1)"
P_MS3T_002384,MO_001,Graphene-Based Flexible Sensors for Respiratory and Airflow Monitoring,2023,0,PPy/PANI,wearable/e-skin,resistance/conductivity change,health monitoring,wearable/e-skin -> resistance/conductivity change -> health monitoring,PPy/PANI -> wearable/e-skin -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25,0,conductive polymer,wearable/e-skin,resistance/conductance,healthcare,Material implementation,"(1, 0, 0)"
P_MS3T_002386,MO_001,Dual-signal readout paper-based wearable biosensor with a 3D origami structure for multiplexed analyte detection in sweat,2023,0,PPy/PANI,gas/chemical sensor,current signal,wearable/flexible electronics,gas/chemical sensor -> current signal -> wearable/flexible electronics,PPy/PANI -> gas/chemical sensor -> current signal -> wearable/flexible electronics,3,0,0,1,0,2022-25,0,conductive polymer,gas/chemical,current,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002447,MO_002,Carbon nanomaterials in flexible wearable sensors,2024,0,graphene/rGO,strain sensor,performance metric,motion monitoring,strain sensor -> performance metric -> motion monitoring,graphene/rGO -> strain sensor -> performance metric -> motion monitoring,3,0,0,1,0,2022-25,1,carbon,mechanical,other,motion/human activity,Application transfer,"(0, 0, 1)"
P_MS3T_002447,MO_003,Carbon nanomaterials in flexible wearable sensors,2024,0,MXene,pressure sensor,performance metric,wearable/flexible electronics,pressure sensor -> performance metric -> wearable/flexible electronics,MXene -> pressure sensor -> performance metric -> wearable/flexible electronics,3,0,0,1,0,2022-25,1,carbon,mechanical,other,wearable/e-skin,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002463,MO_001,Free-standing conductive nickel metal-organic framework nanowires as bifunctional electrodes for wearable pressure sensors and Ni-Zn batteries,2023,0,Cu/Ni,pressure sensor,current signal,motion monitoring,pressure sensor -> current signal -> motion monitoring,Cu/Ni -> pressure sensor -> current signal -> motion monitoring,3,0,0,1,0,2022-25,0,metal,mechanical,current,motion/human activity,Higher-order recombination,"(0, 0, 0)"
P_MS3T_002466,MO_001,Fabrication of CuO-NP-Doped PVDF Composites Based Electrospun Triboelectric Nanogenerators for Wearable and Biomedical Applications,2023,0,PVDF,triboelectric sensor,voltage output,health monitoring,triboelectric sensor -> voltage output -> health monitoring,PVDF -> triboelectric sensor -> voltage output -> health monitoring,3,0,0,1,0,2022-25,0,elastomer/polymer,self-powered,voltage,healthcare,Higher-order recombination,"(0, 0, 0)"
