paper_id,mechanism_id,title,year,review,material,sensor,signal,system,core,trajectory,validation_level,strong_validation_marker,weak_time_only_marker,L3plus,L4,period
P_031229,MO_001,A complex wireless sensors model (CWSM) for real time monitoring of dam temperature,2023,0,graphene/rGO,pressure sensor,resistance/conductivity change,wireless/IoT,pressure sensor -> resistance/conductivity change -> wireless/IoT,graphene/rGO -> pressure sensor -> resistance/conductivity change -> wireless/IoT,3,0,0,1,0,2022-25
P_031313,MO_001,"A highly stretchable, self-adhesive, antimicrobial conductive hydrogel with guar gum/acrylic acid/MXene@AgNPs for multifunctional wearable sensors and electromagnetic interference shielding",2025,0,MXene,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031395,MO_001,Flexible and self-powered blinking and eyeball movements sensing based on electrospun lead-free piezoelectric nanofibers,2024,0,textile/yarn/fabric,pressure sensor,voltage output,wearable/flexible electronics,pressure sensor -> voltage output -> wearable/flexible electronics,textile/yarn/fabric -> pressure sensor -> voltage output -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031396,MO_001,Polyvinyl chloride-based dielectric elastomer with high permittivity and low viscoelasticity for actuation and sensing,2023,0,silicone/elastomer,capacitive sensor,capacitance change,motion monitoring,capacitive sensor -> capacitance change -> motion monitoring,silicone/elastomer -> capacitive sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25
P_031396,MO_002,Polyvinyl chloride-based dielectric elastomer with high permittivity and low viscoelasticity for actuation and sensing,2023,0,silicone/elastomer,strain sensor,mechanical deformation,health monitoring,strain sensor -> mechanical deformation -> health monitoring,silicone/elastomer -> strain sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25
P_031400,MO_001,Evaluation of a Behind-the-Ear ECG Device for Smartphone Based Integrated Multiple Smart Sensor System in Health Applications,2016,0,Ag/AgNW,electrode,physiological signal,wireless/IoT,electrode -> physiological signal -> wireless/IoT,Ag/AgNW -> electrode -> physiological signal -> wireless/IoT,3,0,0,1,0,2010-17
P_031424,MO_001,Highly sensitive metal-grid strain sensors <i>via</i> water-based solution processing,2018,0,Ag/AgNW,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,Ag/AgNW -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2018-21
P_031488,MO_001,"Marangoni-driven deterministic formation of softer, hollow microstructures for sensitivity-enhanced tactile system",2024,0,PET/PI/PVA,pressure sensor,capacitance change,health monitoring,pressure sensor -> capacitance change -> health monitoring,PET/PI/PVA -> pressure sensor -> capacitance change -> health monitoring,3,0,0,1,0,2022-25
P_031492,MO_001,Enhanced mechanical and electrical properties of starch-based hydrogels incorporating polyacrylic acid and MXene for advanced wearable sensors in sign language recognition,2024,0,MXene,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031492,MO_002,Enhanced mechanical and electrical properties of starch-based hydrogels incorporating polyacrylic acid and MXene for advanced wearable sensors in sign language recognition,2024,0,MXene,pressure sensor,resistance/conductivity change,robotics/tactile,pressure sensor -> resistance/conductivity change -> robotics/tactile,MXene -> pressure sensor -> resistance/conductivity change -> robotics/tactile,3,0,0,1,0,2022-25
P_031494,MO_002,Functional materials-enabled flexible electronic skin for flow field decoding,2025,0,CNT,pressure sensor,mechanical deformation,health monitoring,pressure sensor -> mechanical deformation -> health monitoring,CNT -> pressure sensor -> mechanical deformation -> health monitoring,3,0,0,1,0,2022-25
P_031494,MO_006,Functional materials-enabled flexible electronic skin for flow field decoding,2025,0,CNT,pressure sensor,mechanical deformation,wearable/flexible electronics,pressure sensor -> mechanical deformation -> wearable/flexible electronics,CNT -> pressure sensor -> mechanical deformation -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031497,MO_001,Vapor-induced porosity in graphene/PDMS: a scalable route to high-performance pressure sensors,2025,0,PDMS/Ecoflex,pressure sensor,resistance/conductivity change,motion monitoring,pressure sensor -> resistance/conductivity change -> motion monitoring,PDMS/Ecoflex -> pressure sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031591,MO_001,"Stretchable, self-healing, transient macromolecular elastomeric gel for wearable electronics",2019,0,silicone/elastomer,wearable/e-skin,current signal,wearable/flexible electronics,wearable/e-skin -> current signal -> wearable/flexible electronics,silicone/elastomer -> wearable/e-skin -> current signal -> wearable/flexible electronics,3,0,0,1,0,2018-21
P_031615,MO_001,Applications of graphene-based materials in environmental protection and detection,2013,0,graphene/rGO,optical sensor,optical/fluorescence,environmental monitoring,optical sensor -> optical/fluorescence -> environmental monitoring,graphene/rGO -> optical sensor -> optical/fluorescence -> environmental monitoring,3,0,0,1,0,2010-17
P_031621,MO_001,Gum arabic-CNT reinforced hydrogels: dual-function materials for strain sensing and energy storage in next-generation supercapacitors,2025,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031676,MO_001,Miura-ori structured flexible microneedle array electrode for biosignal recording,2021,0,Au,electrode,impedance signal,wireless/IoT,electrode -> impedance signal -> wireless/IoT,Au -> electrode -> impedance signal -> wireless/IoT,3,0,0,1,0,2018-21
P_031695,MO_001,Freestanding VO2 membranes on epidermal nanomesh for ultra-sensitive correlated breathable sensors,2025,0,PDMS/Ecoflex,tactile sensor,resistance/conductivity change,wearable/flexible electronics,tactile sensor -> resistance/conductivity change -> wearable/flexible electronics,PDMS/Ecoflex -> tactile sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031710,MO_001,A new method of continuous blood pressure monitoring using multichannel sensing signals on the wrist,2023,0,PET/PI/PVA,pressure sensor,temperature/thermal signal,wearable/flexible electronics,pressure sensor -> temperature/thermal signal -> wearable/flexible electronics,PET/PI/PVA -> pressure sensor -> temperature/thermal signal -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031746,MO_001,Wearable Strain Sensors and Their Applications,2023,0,CNT,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,CNT -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031746,MO_002,Wearable Strain Sensors and Their Applications,2023,0,CNT,strain sensor,capacitance change,motion monitoring,strain sensor -> capacitance change -> motion monitoring,CNT -> strain sensor -> capacitance change -> motion monitoring,3,0,0,1,0,2022-25
P_031785,MO_001,Enhanced multifunctional liquid metal-based hydrogels with vinyl silica nanoparticles for advanced strain sensing applications,2024,0,hydrogel,strain sensor,resistance/conductivity change,health monitoring,strain sensor -> resistance/conductivity change -> health monitoring,hydrogel -> strain sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_031795,MO_001,Wearable Liquid Metal Composite with Skin-Adhesive Chitosan–Alginate–Chitosan Hydrogel for Stable Electromyogram Signal Monitoring,2023,0,hydrogel,electrode,impedance signal,motion monitoring,electrode -> impedance signal -> motion monitoring,hydrogel -> electrode -> impedance signal -> motion monitoring,3,0,0,1,0,2022-25
P_031819,MO_001,"Ultra-high resolution, multi-scenario, super-elastic inductive strain sensors based on liquid metal for the wireless monitoring of human movement",2024,0,liquid metal,strain sensor,mechanical deformation,motion monitoring,strain sensor -> mechanical deformation -> motion monitoring,liquid metal -> strain sensor -> mechanical deformation -> motion monitoring,3,0,0,1,0,2022-25
P_031834,MO_001,Fiber Bragg Grating Sensor to Monitor Stress Kinetics in Drying Process of Commercial Latex Paints,2010,0,textile/yarn/fabric,strain sensor,frequency/wavelength signal,environmental monitoring,strain sensor -> frequency/wavelength signal -> environmental monitoring,textile/yarn/fabric -> strain sensor -> frequency/wavelength signal -> environmental monitoring,3,0,0,1,0,2010-17
P_031844,MO_001,Flexible tactile sensors with interlocking serrated structures based on stretchable multiwalled carbon nanotube/silver nanowire/silicone rubber composites,2024,0,CNT,tactile sensor,resistance/conductivity change,motion monitoring,tactile sensor -> resistance/conductivity change -> motion monitoring,CNT -> tactile sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_031849,MO_001,MoS2 nanoflowers and PEDOT:PSS nanocomposite enabling wearable dual-mode pressure sensors,2024,0,MoS2/TMD,pressure sensor,resistance/conductivity change,health monitoring,pressure sensor -> resistance/conductivity change -> health monitoring,MoS2/TMD -> pressure sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2022-25
P_031900,MO_001,Photonic radar for contactless vital sign detection,2023,0,textile/yarn/fabric,optical sensor,frequency/wavelength signal,health monitoring,optical sensor -> frequency/wavelength signal -> health monitoring,textile/yarn/fabric -> optical sensor -> frequency/wavelength signal -> health monitoring,3,0,0,1,0,2022-25
P_031957,MO_003,Advances in inorganic conductive material- and organic conductive polymer-based resistive gas sensors for room-temperature H2S detection,2025,0,ZnO/oxide,resistive sensor,resistance/conductivity change,wearable/flexible electronics,resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,ZnO/oxide -> resistive sensor -> resistance/conductivity change -> wearable/flexible electronics,3,0,0,1,0,2022-25
P_031957,MO_004,Advances in inorganic conductive material- and organic conductive polymer-based resistive gas sensors for room-temperature H2S detection,2025,0,MXene,resistive sensor,current signal,environmental monitoring,resistive sensor -> current signal -> environmental monitoring,MXene -> resistive sensor -> current signal -> environmental monitoring,3,0,0,1,0,2022-25
P_032004,MO_001,Flexible multilayered skin health sensing platform for eyewear applications,2025,0,graphene/rGO,humidity sensor,capacitance change,wireless/IoT,humidity sensor -> capacitance change -> wireless/IoT,graphene/rGO -> humidity sensor -> capacitance change -> wireless/IoT,3,0,0,1,0,2022-25
P_032054,MO_001,A highly linear stretchable MXene-based biocompatible hydrogel–elastomer hybrid with tissue-level softness,2024,0,MXene,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,MXene -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_032155,MO_002,Prospects of Membrane Science Development,2019,0,PET/PI/PVA,resistive sensor,resistance/conductivity change,health monitoring,resistive sensor -> resistance/conductivity change -> health monitoring,PET/PI/PVA -> resistive sensor -> resistance/conductivity change -> health monitoring,3,0,0,1,0,2018-21
P_032266,MO_001,PVDF/ZnO piezoelectric nanofibers designed for monitoring of internal micro-pressure,2024,0,PVDF,pressure sensor,voltage output,health monitoring,pressure sensor -> voltage output -> health monitoring,PVDF -> pressure sensor -> voltage output -> health monitoring,3,0,0,1,0,2022-25
P_032300,MO_001,Stretchable and negative-Poisson-ratio porous metamaterials,2024,0,graphene/rGO,strain sensor,resistance/conductivity change,motion monitoring,strain sensor -> resistance/conductivity change -> motion monitoring,graphene/rGO -> strain sensor -> resistance/conductivity change -> motion monitoring,3,0,0,1,0,2022-25
P_032360,MO_001,Enhanced triboelectric properties of Eu<sub>2</sub>O<sub>3</sub>-doped BaTiO<sub>3</sub>/PVDF-HFP nanofibers,2023,0,PVDF,triboelectric sensor,voltage output,self-powered/energy storage,triboelectric sensor -> voltage output -> self-powered/energy storage,PVDF -> triboelectric sensor -> voltage output -> self-powered/energy storage,3,0,0,1,0,2022-25
P_032378,MO_001,"Effect of cold ambient temperature on heat flux, skin temperature, and thermal sensation at different body parts in elite biathletes",2022,0,Ag/AgNW,temperature sensor,temperature/thermal signal,wearable/flexible electronics,temperature sensor -> temperature/thermal signal -> wearable/flexible electronics,Ag/AgNW -> temperature sensor -> temperature/thermal signal -> wearable/flexible electronics,3,0,0,1,0,2022-25
